age,fnlwgt,class
22,341227, <=50K
40,166893, >50K
68,65730, <=50K
30,145231, <=50K
73,102510, >50K
45,285335, <=50K
23,177087, <=50K
40,240504, >50K
39,218490, >50K
23,384651, <=50K
51,189551, <=50K
53,194791, <=50K
24,194630, <=50K
53,177647, <=50K
49,51620, <=50K
34,251421, <=50K
37,180477, <=50K
40,391736, <=50K
23,170091, <=50K
36,175360, >50K
35,276153, <=50K
53,105788, >50K
42,248476, >50K
32,168443, <=50K
33,120201, <=50K
59,114678, <=50K
36,167440, <=50K
37,265266, >50K
31,212235, <=50K
46,44671, <=50K
44,87282, <=50K
27,112754, >50K
29,322238, <=50K
39,65382, <=50K
62,115176, <=50K
48,162236, >50K
42,409902, <=50K
60,204062, >50K
35,283305, <=50K
39,435638, <=50K
34,114733, <=50K
22,162343, <=50K
18,195981, <=50K
44,79531, >50K
44,395078, <=50K
49,159641, <=50K
21,159567, <=50K
49,133917, <=50K
52,196894, <=50K
39,132879, >50K
23,190290, <=50K
54,102828, <=50K
31,128493, <=50K
30,290677, <=50K
21,283757, <=50K
38,169104, >50K
51,171409, >50K
34,319165, >50K
22,203182, <=50K
20,211968, <=50K
26,215384, <=50K
26,166666, <=50K
41,156566, >50K
35,140564, >50K
27,322208, <=50K
65,420277, <=50K
31,123430, <=50K
45,151584, >50K
37,348960, >50K
47,168232, >50K
47,201699, >50K
33,511517, <=50K
40,118001, <=50K
38,193961, >50K
21,32732, <=50K
40,223548, <=50K
33,389932, <=50K
29,102345, <=50K
41,107584, <=50K
20,34321, <=50K
20,39478, <=50K
34,276221, <=50K
78,385242, >50K
46,235646, >50K
40,123306, >50K
59,38573, >50K
23,216889, <=50K
23,386705, <=50K
47,249585, <=50K
31,47276, >50K
42,162758, >50K
46,146497, <=50K
29,190765, <=50K
21,186314, <=50K
55,213615, >50K
38,162322, <=50K
44,115932, <=50K
61,392694, >50K
38,143517, <=50K
50,123429, >50K
53,254285, >50K
37,238311, >50K
49,281647, >50K
30,75167, >50K
19,252862, <=50K
59,199240, <=50K
43,145762, <=50K
29,142443, <=50K
49,99361, <=50K
36,105138, <=50K
26,183171, <=50K
18,151866, <=50K
60,297261, <=50K
43,148998, <=50K
42,143046, <=50K
41,183850, <=50K
55,248841, >50K
31,198452, <=50K
20,161092, <=50K
37,112497, >50K
51,155963, <=50K
28,147560, >50K
24,376393, <=50K
21,151790, <=50K
21,438139, <=50K
20,163911, <=50K
35,214896, <=50K
30,102821, <=50K
44,90021, <=50K
45,77085, >50K
42,158555, <=50K
36,28160, <=50K
32,462255, <=50K
33,144949, <=50K
27,116207, <=50K
17,187308, <=50K
45,189890, <=50K
41,185267, <=50K
19,63434, <=50K
45,1366120, <=50K
41,495061, >50K
34,134886, <=50K
33,129707, >50K
17,181337, <=50K
51,74784, <=50K
33,44392, <=50K
23,406641, <=50K
52,89041, >50K
36,139770, <=50K
25,180212, <=50K
38,338212, <=50K
64,178472, <=50K
42,384236, >50K
29,168470, <=50K
26,80485, <=50K
38,181705, <=50K
24,216867, <=50K
43,214541, >50K
38,383239, >50K
28,70034, >50K
18,266287, <=50K
44,128485, <=50K
81,89015, <=50K
55,106740, >50K
52,167527, <=50K
31,19302, >50K
35,210150, <=50K
39,179824, <=50K
27,420351, <=50K
23,215443, <=50K
26,116044, <=50K
33,215306, <=50K
39,108069, <=50K
44,260046, <=50K
38,31053, <=50K
18,362302, <=50K
54,87205, <=50K
45,191703, <=50K
43,242968, >50K
23,185575, <=50K
37,177858, <=50K
33,73585, <=50K
45,301802, >50K
32,108467, <=50K
47,431245, <=50K
44,157217, >50K
22,204935, <=50K
17,277112, <=50K
64,59145, >50K
30,159773, >50K
51,118793, >50K
26,152457, <=50K
31,187901, <=50K
50,266529, <=50K
18,256179, <=50K
63,113756, <=50K
48,83444, >50K
37,30529, >50K
51,146325, <=50K
29,198825, <=50K
69,71489, <=50K
56,111218, <=50K
26,221626, <=50K
39,203482, >50K
42,352196, <=50K
41,355918, >50K
45,168262, >50K
23,182615, <=50K
29,211482, >50K
34,386370, <=50K
31,85077, >50K
46,180010, >50K
46,142210, <=50K
33,415706, <=50K
46,237731, <=50K
26,343506, <=50K
49,116163, <=50K
66,206560, <=50K
55,153451, >50K
35,301862, <=50K
27,33429, <=50K
31,169583, <=50K
47,146497, <=50K
48,383384, >50K
27,240809, <=50K
38,203763, <=50K
27,218785, <=50K
23,381741, <=50K
17,244602, <=50K
44,175696, >50K
26,101027, <=50K
37,99270, <=50K
49,224393, >50K
42,192381, >50K
26,131686, <=50K
73,84390, <=50K
44,277533, <=50K
47,72880, <=50K
28,149646, <=50K
49,209057, <=50K
17,108909, <=50K
42,74949, <=50K
30,235639, <=50K
36,137421, <=50K
53,122412, <=50K
23,434894, <=50K
35,379959, <=50K
32,95885, >50K
39,225330, >50K
40,32627, <=50K
28,65171, <=50K
32,193380, <=50K
42,184823, <=50K
35,81259, <=50K
35,301369, <=50K
21,190968, <=50K
71,196610, >50K
31,330715, <=50K
25,77698, <=50K
35,139770, <=50K
24,109053, <=50K
69,312653, <=50K
35,193260, >50K
35,331831, <=50K
42,54202, >50K
51,163948, >50K
48,36228, <=50K
49,160167, <=50K
53,178356, <=50K
43,104196, <=50K
53,288353, >50K
35,187693, <=50K
36,114988, <=50K
34,117392, <=50K
48,121124, >50K
53,195638, <=50K
37,245053, <=50K
49,216734, <=50K
30,197827, <=50K
41,49156, <=50K
25,126133, <=50K
24,304463, <=50K
34,214288, <=50K
29,274969, <=50K
23,189072, <=50K
46,128047, <=50K
20,210338, <=50K
63,122442, <=50K
40,167081, <=50K
33,251421, <=50K
24,219519, <=50K
36,33355, <=50K
25,441210, <=50K
54,178356, <=50K
50,231196, <=50K
58,40925, <=50K
17,270587, <=50K
40,219266, >50K
27,114967, <=50K
20,344492, <=50K
22,369387, <=50K
80,101771, <=50K
52,137428, <=50K
40,121012, >50K
48,139290, <=50K
62,199193, <=50K
32,286689, >50K
21,123727, <=50K
58,208640, >50K
37,120130, >50K
29,241431, >50K
25,120450, <=50K
26,152240, <=50K
50,200960, <=50K
30,314310, >50K
30,44566, <=50K
59,21792, <=50K
36,182074, <=50K
37,221850, >50K
42,240628, >50K
34,318641, >50K
27,140863, <=50K
39,129150, >50K
41,143003, >50K
34,198664, >50K
41,244945, <=50K
50,138514, <=50K
18,92008, <=50K
23,207415, <=50K
26,188626, <=50K
38,257250, >50K
27,133696, <=50K
21,195919, <=50K
41,119266, <=50K
42,140474, <=50K
25,69739, <=50K
43,293176, >50K
23,217961, <=50K
40,163725, >50K
23,419394, <=50K
18,220836, <=50K
37,334291, <=50K
58,298601, <=50K
36,200360, <=50K
36,203482, >50K
25,99126, >50K
62,109190, >50K
34,34848, <=50K
27,29732, <=50K
23,87867, <=50K
55,123515, <=50K
42,175935, <=50K
22,229456, <=50K
44,184105, >50K
42,99554, <=50K
21,190227, <=50K
25,29020, <=50K
31,306459, <=50K
42,193995, <=50K
26,105059, <=50K
62,71751, >50K
28,176683, >50K
34,342709, <=50K
51,53838, <=50K
45,209482, >50K
44,214242, >50K
47,34458, <=50K
35,100375, <=50K
46,149949, <=50K
46,189762, <=50K
46,79874, >50K
66,104576, >50K
34,355700, <=50K
26,213625, <=50K
29,204984, >50K
30,144593, <=50K
23,217169, <=50K
46,184883, <=50K
44,136419, <=50K
54,57758, >50K
54,30908, <=50K
71,217971, <=50K
51,160703, <=50K
32,142675, <=50K
75,248833, <=50K
57,171242, <=50K
34,376979, <=50K
40,175935, >50K
21,277530, <=50K
50,104501, >50K
32,94041, <=50K
37,593246, >50K
19,121074, <=50K
64,192596, <=50K
17,142457, <=50K
37,136028, <=50K
32,216145, <=50K
20,157894, <=50K
39,164593, >50K
18,252993, <=50K
42,145711, >50K
43,358199, >50K
42,219591, >50K
53,205005, >50K
52,221936, <=50K
51,120914, <=50K
77,155761, <=50K
25,195914, <=50K
38,236687, <=50K
20,318036, <=50K
23,53306, <=50K
27,174645, <=50K
19,321817, <=50K
41,206948, >50K
47,402975, <=50K
72,289930, <=50K
42,367049, <=50K
36,143486, >50K
42,27187, >50K
24,187717, <=50K
22,378104, <=50K
29,113870, <=50K
42,252518, >50K
24,326334, <=50K
41,279914, >50K
29,320451, <=50K
36,207853, <=50K
78,237294, >50K
43,112181, >50K
34,259705, <=50K
20,117789, <=50K
24,449432, <=50K
36,89083, <=50K
49,59612, <=50K
21,129980, <=50K
51,108233, <=50K
30,342709, <=50K
37,126675, <=50K
30,141118, <=50K
20,273701, <=50K
46,173243, <=50K
24,161092, <=50K
32,209691, >50K
36,89508, <=50K
30,399522, <=50K
60,136939, <=50K
56,264436, <=50K
57,199572, <=50K
61,28291, <=50K
50,215990, >50K
56,179594, <=50K
61,139391, >50K
45,187370, >50K
31,473133, >50K
60,205246, >50K
26,182308, <=50K
56,51662, <=50K
45,289468, <=50K
28,201954, >50K
45,26781, <=50K
58,100960, <=50K
38,203761, <=50K
23,213811, <=50K
49,124672, >50K
19,219300, <=50K
22,270436, <=50K
23,212619, <=50K
23,193586, <=50K
40,84136, <=50K
55,264834, <=50K
34,98995, <=50K
21,278254, <=50K
28,167987, <=50K
43,72887, <=50K
17,176467, <=50K
51,85902, <=50K
37,223433, >50K
54,108435, >50K
24,172496, <=50K
35,241998, >50K
48,245948, <=50K
23,187513, <=50K
24,440138, <=50K
24,218215, <=50K
50,158948, <=50K
34,94413, >50K
45,183598, <=50K
36,192664, <=50K
33,392812, >50K
21,155818, <=50K
32,195000, <=50K
22,308205, <=50K
53,104879, >50K
36,152307, <=50K
22,145964, <=50K
47,97419, <=50K
25,12285, <=50K
30,263150, <=50K
49,189885, <=50K
23,151888, <=50K
40,254167, <=50K
45,331482, <=50K
61,177189, <=50K
35,186886, <=50K
20,33221, <=50K
27,188171, <=50K
23,209770, <=50K
25,164488, <=50K
65,180869, <=50K
25,190350, <=50K
49,137192, >50K
45,204057, <=50K
46,198774, <=50K
67,134906, <=50K
40,174515, <=50K
51,259363, >50K
44,201742, >50K
35,209609, <=50K
28,185127, <=50K
44,462838, <=50K
37,176967, >50K
54,284129, >50K
33,37546, >50K
46,116666, <=50K
45,120724, <=50K
27,314240, <=50K
49,423222, >50K
51,201127, <=50K
27,202239, <=50K
36,209629, <=50K
59,165922, >50K
24,133520, <=50K
66,99888, <=50K
31,176410, <=50K
35,103214, >50K
34,122612, >50K
50,226735, >50K
43,151089, <=50K
21,244312, <=50K
33,209317, <=50K
48,99096, <=50K
22,374116, <=50K
29,205249, <=50K
42,326083, <=50K
28,183523, <=50K
36,350783, <=50K
66,140849, <=50K
44,175943, <=50K
45,125933, <=50K
49,225124, <=50K
36,272090, <=50K
48,40666, <=50K
19,35245, <=50K
36,167482, >50K
41,204662, >50K
32,291147, <=50K
49,179869, >50K
51,205100, <=50K
20,352139, <=50K
39,111268, <=50K
38,247111, >50K
19,271446, <=50K
29,132412, <=50K
52,74712, >50K
22,94662, <=50K
44,33126, <=50K
43,133584, <=50K
41,103759, <=50K
63,64448, <=50K
40,374367, <=50K
40,179666, <=50K
18,99219, <=50K
57,180211, >50K
54,219276, >50K
44,150011, <=50K
20,231231, <=50K
40,182217, <=50K
29,277342, <=50K
22,140001, <=50K
44,99651, >50K
45,223319, <=50K
52,235307, >50K
57,206343, <=50K
51,156003, <=50K
23,529223, <=50K
22,202871, <=50K
37,58337, >50K
58,298643, <=50K
61,191188, <=50K
30,96287, <=50K
23,104443, <=50K
30,323054, <=50K
18,95917, <=50K
34,238305, <=50K
23,49296, <=50K
23,50953, <=50K
57,124507, >50K
58,239523, >50K
59,309124, >50K
27,240172, <=50K
50,105010, >50K
44,135056, <=50K
25,178478, <=50K
33,23871, <=50K
22,362309, <=50K
21,257781, <=50K
44,175669, >50K
50,297906, >50K
44,230684, <=50K
53,123011, >50K
41,170866, >50K
54,182543, <=50K
60,236470, <=50K
58,33725, <=50K
27,188941, <=50K
43,206878, <=50K
33,173806, <=50K
24,190709, <=50K
41,149102, <=50K
21,25265, <=50K
39,100669, <=50K
27,114158, <=50K
50,228057, <=50K
20,54012, <=50K
46,219967, >50K
49,239865, <=50K
35,119421, >50K
56,220187, >50K
41,33068, <=50K
41,277783, <=50K
42,175515, <=50K
58,271795, <=50K
43,70055, <=50K
25,352806, <=50K
57,266189, <=50K
49,102945, <=50K
23,173851, <=50K
59,144092, <=50K
50,198681, >50K
33,351810, <=50K
52,180142, <=50K
37,175360, >50K
30,224498, <=50K
39,154641, <=50K
54,152540, <=50K
52,217663, >50K
22,138575, <=50K
19,32477, <=50K
65,101104, >50K
32,44677, <=50K
25,456618, <=50K
34,227282, <=50K
47,27624, <=50K
24,281403, <=50K
63,39181, >50K
48,377140, <=50K
26,299810, <=50K
28,181916, <=50K
23,237044, <=50K
57,123053, >50K
64,269512, <=50K
28,44767, >50K
28,67218, <=50K
34,176992, <=50K
38,43712, >50K
44,379919, >50K
34,104509, <=50K
18,212370, <=50K
36,179666, <=50K
73,233882, <=50K
24,197387, <=50K
29,220656, >50K
33,181091, <=50K
57,135028, <=50K
41,185057, <=50K
55,106498, <=50K
21,203003, <=50K
36,223789, >50K
26,184026, <=50K
32,335427, >50K
40,65866, <=50K
32,372692, <=50K
21,45607, <=50K
59,303176, <=50K
29,138190, <=50K
29,212895, <=50K
59,31359, >50K
58,147989, >50K
47,145290, <=50K
44,262684, <=50K
31,132601, <=50K
42,30759, <=50K
19,319889, <=50K
66,29431, <=50K
41,111483, <=50K
22,184756, <=50K
31,651396, <=50K
30,187560, <=50K
36,84848, <=50K
75,36243, <=50K
41,88913, <=50K
19,73190, <=50K
60,132529, <=50K
24,214542, <=50K
25,217006, <=50K
52,169785, <=50K
30,75573, <=50K
37,239171, >50K
55,53566, <=50K
20,117109, <=50K
32,398019, <=50K
18,114008, <=50K
24,204653, <=50K
33,254935, <=50K
76,84755, <=50K
57,198145, >50K
53,174020, <=50K
19,451951, <=50K
50,172175, >50K
27,209472, <=50K
40,336707, <=50K
26,431861, <=50K
47,156728, <=50K
39,290321, <=50K
49,206577, <=50K
28,149324, <=50K
33,49593, <=50K
50,98975, >50K
28,181659, <=50K
30,174789, <=50K
47,102308, >50K
39,184801, >50K
37,176014, <=50K
50,256861, <=50K
37,239397, <=50K
26,233777, >50K
55,236520, >50K
46,70754, >50K
32,245378, <=50K
26,176729, >50K
32,154120, >50K
43,88913, <=50K
19,517036, <=50K
38,436361, <=50K
38,231037, <=50K
65,209831, <=50K
70,143833, >50K
48,167381, <=50K
44,215468, <=50K
32,200700, <=50K
30,191777, <=50K
49,195437, >50K
23,149396, <=50K
25,104746, <=50K
19,108147, <=50K
27,238859, <=50K
43,23157, <=50K
38,497788, <=50K
42,141558, <=50K
33,117963, <=50K
30,232356, >50K
29,157941, <=50K
30,103642, <=50K
26,169727, <=50K
43,274731, >50K
30,161572, <=50K
38,48779, >50K
48,141511, >50K
57,314153, >50K
30,168334, <=50K
42,267252, >50K
31,312055, <=50K
32,207937, <=50K
28,232653, <=50K
63,246841, <=50K
32,154087, <=50K
20,199011, <=50K
51,205100, >50K
36,177907, <=50K
24,50400, <=50K
41,97064, <=50K
21,65038, <=50K
27,292472, <=50K
17,225211, <=50K
45,320192, <=50K
39,119421, <=50K
21,83580, <=50K
29,133696, >50K
39,141584, >50K
42,529216, <=50K
22,390817, <=50K
21,85733, <=50K
59,155976, <=50K
40,221172, >50K
45,270842, <=50K
35,82622, <=50K
58,371064, <=50K
45,54744, >50K
29,22641, <=50K
21,218957, <=50K
51,441637, <=50K
34,143699, <=50K
40,183096, <=50K
45,97176, <=50K
38,122493, >50K
22,311376, <=50K
37,78928, <=50K
62,123582, <=50K
32,174215, <=50K
36,183902, >50K
43,247880, <=50K
37,256636, <=50K
33,152875, <=50K
28,22422, <=50K
49,178215, <=50K
47,194360, >50K
59,247187, <=50K
35,63921, <=50K
35,224889, <=50K
29,178564, <=50K
57,47619, <=50K
41,92775, >50K
37,50837, >50K
20,235894, <=50K
44,244974, <=50K
20,526734, <=50K
38,243484, >50K
23,201664, <=50K
24,234640, <=50K
46,268022, >50K
32,223267, <=50K
21,99199, <=50K
32,137076, <=50K
41,115411, <=50K
51,313146, <=50K
69,29980, <=50K
39,543042, >50K
43,271807, <=50K
51,97934, >50K
43,191196, <=50K
35,264627, <=50K
32,183801, <=50K
25,209227, <=50K
64,216208, <=50K
28,377095, <=50K
44,317535, <=50K
40,247880, >50K
21,152246, <=50K
23,428299, <=50K
23,161708, <=50K
19,167859, <=50K
61,85194, <=50K
47,119471, <=50K
39,117683, <=50K
51,139347, >50K
25,427744, <=50K
33,122116, <=50K
34,227931, <=50K
54,226497, <=50K
24,83783, <=50K
28,197113, <=50K
33,204742, <=50K
63,331527, <=50K
31,213179, >50K
70,188260, <=50K
43,298161, <=50K
36,143774, >50K
50,139296, <=50K
21,152389, <=50K
31,309974, <=50K
19,37085, <=50K
39,270059, <=50K
29,130045, <=50K
39,188038, <=50K
17,168203, <=50K
46,171807, <=50K
62,186696, <=50K
32,177531, <=50K
28,115464, <=50K
19,501144, <=50K
61,180079, <=50K
18,205894, <=50K
39,218490, >50K
24,203924, <=50K
38,91857, <=50K
38,229700, >50K
17,158704, <=50K
28,190911, <=50K
52,139176, <=50K
61,119684, >50K
69,124930, <=50K
19,168693, <=50K
26,250038, >50K
34,353927, >50K
70,216390, <=50K
21,230248, <=50K
43,117728, <=50K
52,115851, <=50K
59,193335, >50K
21,203894, <=50K
53,100109, >50K
55,157639, >50K
46,235320, >50K
36,127686, <=50K
39,28572, <=50K
78,91534, <=50K
30,184687, <=50K
22,267945, <=50K
43,131899, >50K
36,192614, <=50K
36,186808, >50K
50,44116, <=50K
27,46442, <=50K
46,78022, >50K
24,417668, <=50K
41,223763, <=50K
68,223851, <=50K
38,115634, <=50K
47,114459, >50K
41,197093, <=50K
31,357145, <=50K
29,59231, <=50K
26,292303, <=50K
51,122288, <=50K
26,52322, <=50K
27,105830, <=50K
36,107125, <=50K
28,281860, <=50K
53,283320, <=50K
40,26598, <=50K
38,220783, <=50K
21,121694, <=50K
53,208302, <=50K
34,172664, <=50K
43,54611, <=50K
64,631947, <=50K
21,394484, <=50K
25,239120, <=50K
38,37683, >50K
47,193012, >50K
48,143098, >50K
57,84888, <=50K
37,188503, <=50K
37,337778, <=50K
51,94432, >50K
32,168906, <=50K
49,116143, <=50K
52,128272, <=50K
64,301383, >50K
46,174995, <=50K
24,289909, <=50K
39,154641, >50K
23,209034, <=50K
30,203488, <=50K
34,141118, >50K
30,169589, <=50K
25,137645, <=50K
58,489085, <=50K
32,36302, <=50K
37,253420, <=50K
35,269300, <=50K
18,282609, <=50K
46,346978, <=50K
71,182395, >50K
44,205051, <=50K
45,128736, <=50K
40,236110, >50K
38,312271, >50K
52,126978, <=50K
47,204692, <=50K
49,195956, <=50K
59,202682, <=50K
22,231912, <=50K
44,24982, >50K
76,278938, <=50K
50,36489, <=50K
33,154874, <=50K
43,74581, >50K
27,311446, >50K
37,162164, <=50K
40,239708, <=50K
49,162856, <=50K
48,85109, <=50K
49,169042, <=50K
22,436798, <=50K
42,345363, <=50K
36,49837, <=50K
57,296516, <=50K
30,180283, <=50K
40,95639, <=50K
42,33155, <=50K
56,329059, >50K
55,24694, <=50K
25,443855, <=50K
52,294691, <=50K
33,301867, <=50K
55,226875, <=50K
47,362835, >50K
23,180339, <=50K
55,207489, <=50K
43,336643, <=50K
31,143653, <=50K
62,101475, <=50K
42,263871, <=50K
38,77820, >50K
29,95465, <=50K
26,257910, <=50K
26,244372, >50K
37,126738, <=50K
79,97082, >50K
61,133164, <=50K
28,104617, <=50K
60,105339, >50K
51,258735, <=50K
34,182926, >50K
35,166193, <=50K
27,206125, <=50K
44,346594, <=50K
25,108301, <=50K
32,73498, <=50K
36,129150, >50K
27,181280, <=50K
40,146908, >50K
43,183765, >50K
25,164488, <=50K
41,307468, <=50K
30,93884, >50K
26,279833, >50K
52,137658, <=50K
32,101562, <=50K
33,136331, <=50K
35,259846, <=50K
48,98719, <=50K
62,168682, <=50K
40,198953, <=50K
41,29115, <=50K
28,173673, <=50K
23,67958, <=50K
50,98980, >50K
51,94174, <=50K
63,122442, <=50K
63,154675, <=50K
40,116632, >50K
20,238685, <=50K
61,139391, >50K
40,169031, <=50K
41,237452, >50K
41,216968, <=50K
27,216479, >50K
20,126822, <=50K
28,51461, >50K
35,54953, <=50K
31,222654, <=50K
34,37676, >50K
57,159319, >50K
28,125321, <=50K
38,209609, >50K
37,224947, <=50K
43,438427, <=50K
26,384276, <=50K
26,196805, <=50K
27,242097, <=50K
33,184306, <=50K
45,161954, <=50K
65,258561, <=50K
57,95280, >50K
59,212783, <=50K
18,205004, <=50K
44,387844, <=50K
37,83880, <=50K
27,161155, <=50K
43,265698, >50K
59,146477, >50K
19,97261, <=50K
36,437890, <=50K
68,133736, >50K
63,169983, <=50K
37,126675, <=50K
46,175754, <=50K
31,121768, <=50K
23,180052, <=50K
22,124454, <=50K
49,190115, <=50K
36,222584, <=50K
38,22245, <=50K
46,114160, >50K
24,228960, <=50K
26,132572, <=50K
47,103020, <=50K
40,187802, >50K
31,50649, <=50K
42,137698, <=50K
48,30575, >50K
56,202220, <=50K
50,50178, >50K
17,207791, <=50K
21,540712, <=50K
50,321770, <=50K
49,202053, <=50K
34,143699, <=50K
32,115066, >50K
28,223751, >50K
62,354075, >50K
23,32732, <=50K
24,390867, <=50K
31,101697, <=50K
36,279721, <=50K
58,223400, <=50K
46,206357, <=50K
39,76417, >50K
48,184682, <=50K
21,78170, <=50K
39,201410, <=50K
21,189013, <=50K
33,119913, >50K
37,549174, >50K
29,214706, <=50K
30,33811, >50K
43,234220, <=50K
22,237720, <=50K
25,185942, >50K
69,286983, <=50K
17,140027, <=50K
18,115258, <=50K
54,155408, <=50K
65,117963, <=50K
28,158737, <=50K
27,199471, <=50K
35,287701, >50K
38,137707, >50K
33,108116, <=50K
26,366900, <=50K
56,187355, >50K
38,33105, >50K
51,268639, <=50K
26,358975, <=50K
33,199227, >50K
44,248249, <=50K
36,460437, <=50K
42,187294, <=50K
44,115932, <=50K
44,181762, >50K
21,27049, <=50K
41,806552, >50K
41,150755, >50K
62,69867, >50K
27,160786, <=50K
38,219546, >50K
60,24872, <=50K
24,110371, <=50K
24,376474, <=50K
22,304602, <=50K
32,143699, <=50K
22,238917, <=50K
51,200618, <=50K
31,183043, >50K
42,209752, >50K
48,175653, >50K
49,196707, >50K
37,98725, <=50K
37,180150, >50K
66,151227, >50K
18,118847, <=50K
46,282538, <=50K
52,89534, >50K
23,291011, <=50K
67,166187, >50K
19,188669, <=50K
37,178948, <=50K
42,188738, >50K
39,160808, <=50K
54,93605, >50K
46,318331, <=50K
47,109921, <=50K
33,87605, <=50K
69,89477, <=50K
21,48301, <=50K
27,220748, <=50K
39,387068, >50K
23,250743, <=50K
26,78258, <=50K
42,31387, <=50K
36,289190, <=50K
24,604537, <=50K
35,328466, <=50K
42,403187, <=50K
37,219546, >50K
41,220531, >50K
27,204648, <=50K
42,201908, >50K
44,109912, >50K
18,365683, <=50K
41,175674, >50K
31,203488, <=50K
26,106406, <=50K
67,172756, <=50K
37,125167, >50K
51,249339, <=50K
26,94652, <=50K
40,195394, >50K
25,130302, <=50K
38,66686, >50K
43,336042, <=50K
23,193586, <=50K
44,325461, >50K
60,313852, <=50K
38,30509, <=50K
21,32639, <=50K
18,234953, <=50K
49,120629, >50K
43,350379, <=50K
26,176967, <=50K
36,36423, >50K
31,123397, >50K
38,130813, <=50K
43,35236, <=50K
58,33350, <=50K
55,177380, <=50K
39,216129, <=50K
38,335104, <=50K
54,199741, <=50K
57,165881, <=50K
35,387777, <=50K
44,149943, >50K
36,188834, <=50K
58,290661, <=50K
39,155603, <=50K
25,114838, <=50K
54,168553, <=50K
23,103064, <=50K
37,123833, <=50K
60,55621, <=50K
66,189834, <=50K
36,217926, <=50K
29,341672, >50K
29,163003, <=50K
25,194352, <=50K
62,54878, <=50K
23,393248, <=50K
38,279315, <=50K
33,392812, >50K
49,34998, <=50K
57,51016, >50K
57,132717, <=50K
46,186078, <=50K
37,196123, >50K
43,304906, >50K
26,41521, <=50K
40,346847, <=50K
39,107233, <=50K
39,150125, <=50K
31,400535, <=50K
31,409622, <=50K
27,136448, <=50K
36,202950, <=50K
40,197012, >50K
57,237691, <=50K
24,170277, <=50K
30,160784, <=50K
28,33798, <=50K
22,197838, <=50K
31,223212, <=50K
33,125762, >50K
20,283969, <=50K
25,374163, <=50K
49,118567, <=50K
21,147655, <=50K
45,82797, >50K
36,142573, >50K
41,235167, <=50K
23,53245, <=50K
47,28035, >50K
41,247082, <=50K
30,123397, <=50K
29,133327, <=50K
31,102270, <=50K
64,45817, <=50K
55,240988, <=50K
19,386378, <=50K
31,350651, >50K
18,76142, <=50K
